p1_encoder, p1_pressed, p1_pressed_nmz, ,p2_encoder, p2_pressed, p2_pressed_nmz, ,p1_degree, p1_pressed, p1_pressed_nmz, ,p2_degree, p2_pressed, p2_pressed_nmz
4190085,21285,0.99859254, ,4198538,21230,0.996245894, ,89.350054,21285,0.99859254, ,90.942826,21230,0.996245894
4190093,21285,0.99859254, ,4198530,21230,0.996245894, ,89.35156,21285,0.99859254, ,90.94132,21230,0.996245894
4190100,21285,0.99859254, ,4198522,21230,0.996245894, ,89.352878,21285,0.99859254, ,90.939814,21230,0.996245894
4190108,21285,0.99859254, ,4198514,21230,0.996245894, ,89.354384,21285,0.99859254, ,90.938308,21230,0.996245894
4190117,21285,0.99859254, ,4198506,21230,0.996245894, ,89.355889,21285,0.99859254, ,90.936802,21230,0.996245894
4190125,21285,0.99859254, ,4198498,21230,0.996245894, ,89.357395,21285,0.99859254, ,90.935297,21230,0.996245894
4190132,21285,0.99859254, ,4198489,21230,0.996245894, ,89.358901,21285,0.99859254, ,90.933791,21230,0.996245894
4190140,21285,0.99859254, ,4198481,21230,0.996245894, ,89.360407,21285,0.99859254, ,90.932285,21230,0.996245894
4190147,21285,0.99859254, ,4198473,21230,0.996245894, ,89.361725,21285,0.99859254, ,90.930779,21230,0.996245894
4190155,21285,0.99859254, ,4198465,21230,0.996245894, ,89.36323,21285,0.99859254, ,90.929273,21230,0.996245894
4190163,21285,0.99859254, ,4198457,21230,0.996245894, ,89.364736,21285,0.99859254, ,90.927768,21230,0.996245894
4190171,21285,0.99859254, ,4198449,21230,0.996245894, ,89.366242,21285,0.99859254, ,90.926262,21230,0.996245894
4190180,21285,0.99859254, ,4198441,21230,0.996245894, ,89.367748,21285,0.99859254, ,90.924568,21230,0.996245894
4190187,21285,0.99859254, ,4198433,21230,0.996245894, ,89.369254,21285,0.99859254, ,90.923062,21230,0.996245894
4190196,21285,0.99859254, ,4198425,21230,0.996245894, ,89.370759,21285,0.99859254, ,90.921556,21230,0.996245894
4190203,21285,0.99859254, ,4198417,21230,0.996245894, ,89.372265,21285,0.99859254, ,90.92005,21230,0.996245894
4190211,21285,0.99859254, ,4198409,21230,0.996245894, ,89.373771,21285,0.99859254, ,90.918545,21230,0.996245894
4190219,21285,0.99859254, ,4198401,21230,0.996245894, ,89.375277,21285,0.99859254, ,90.917039,21230,0.996245894
4190227,21285,0.99859254, ,4198392,21230,0.996245894, ,89.376783,21285,0.99859254, ,90.915533,21230,0.996245894
4190235,21285,0.99859254, ,4198385,21230,0.996245894, ,89.378288,21285,0.99859254, ,90.914027,21230,0.996245894
4190243,21285,0.99859254, ,4198377,21230,0.996245894, ,89.379794,21285,0.99859254, ,90.912521,21230,0.996245894
4190251,21285,0.99859254, ,4198368,21230,0.996245894, ,89.3813,21285,0.99859254, ,90.911015,21230,0.996245894
4190259,21285,0.99859254, ,4198360,21230,0.996245894, ,89.382806,21285,0.99859254, ,90.90951,21230,0.996245894
4190266,21285,0.99859254, ,4198352,21230,0.996245894, ,89.384123,21285,0.99859254, ,90.908004,21230,0.996245894
4190274,21285,0.99859254, ,4198344,21230,0.996245894, ,89.385629,21285,0.99859254, ,90.906498,21230,0.996245894
4190282,21285,0.99859254, ,4198336,21230,0.996245894, ,89.387135,21285,0.99859254, ,90.904992,21230,0.996245894
4190290,21285,0.99859254, ,4198328,21230,0.996245894, ,89.388641,21285,0.99859254, ,90.903486,21230,0.996245894
4190298,21285,0.99859254, ,4198320,21230,0.996245894, ,89.390147,21285,0.99859254, ,90.901981,21230,0.996245894
4190306,21285,0.99859254, ,4198312,21230,0.996245894, ,89.391652,21285,0.99859254, ,90.900475,21230,0.996245894
4190314,21285,0.99859254, ,4198304,21230,0.996245894, ,89.393158,21285,0.99859254, ,90.898969,21230,0.996245894
4190322,21285,0.99859254, ,4198296,21230,0.996245894, ,89.394664,21285,0.99859254, ,90.897463,21230,0.996245894
4190329,21285,0.99859254, ,4198289,21230,0.996245894, ,89.395982,21285,0.99859254, ,90.895957,21230,0.996245894
4190337,21285,0.99859254, ,4198280,21230,0.996245894, ,89.397488,21285,0.99859254, ,90.894452,21230,0.996245894
4190346,21285,0.99859254, ,4198273,21230,0.996245894, ,89.398993,21285,0.99859254, ,90.892946,21230,0.996245894
4190353,21285,0.99859254, ,4198264,21230,0.996245894, ,89.400499,21285,0.99859254, ,90.89144,21230,0.996245894
4190361,21285,0.99859254, ,4198257,21230,0.996245894, ,89.402005,21285,0.99859254, ,90.889934,21230,0.996245894
4190369,21285,0.99859254, ,4198249,21230,0.996245894, ,89.403511,21285,0.99859254, ,90.888428,21230,0.996245894
4190377,21285,0.99859254, ,4198241,21230,0.996245894, ,89.405017,21285,0.99859254, ,90.886922,21230,0.996245894
4190384,21285,0.99859254, ,4198232,21230,0.996245894, ,89.406334,21285,0.99859254, ,90.885417,21230,0.996245894
4190392,21285,0.99859254, ,4198224,21230,0.996245894, ,89.40784,21285,0.99859254, ,90.883911,21230,0.996245894
4190400,21285,0.99859254, ,4198216,21230,0.996245894, ,89.409346,21285,0.99859254, ,90.882217,21230,0.996245894
4190407,21285,0.99859254, ,4198208,21230,0.996245894, ,89.410852,21285,0.99859254, ,90.880711,21230,0.996245894
4190415,21285,0.99859254, ,4198200,21230,0.996245894, ,89.412169,21285,0.99859254, ,90.879205,21230,0.996245894
4190423,21285,0.99859254, ,4198191,21230,0.996245894, ,89.413675,21285,0.99859254, ,90.877699,21230,0.996245894
4190431,21285,0.99859254, ,4198183,21230,0.996245894, ,89.415181,21285,0.99859254, ,90.876194,21230,0.996245894
4190439,21285,0.99859254, ,4198175,21230,0.996245894, ,89.416687,21285,0.99859254, ,90.874688,21230,0.996245894
4190447,21285,0.99859254, ,4198168,21230,0.996245894, ,89.418192,21285,0.99859254, ,90.873182,21230,0.996245894
4190455,21285,0.99859254, ,4198160,21230,0.996245894, ,89.419698,21285,0.99859254, ,90.871676,21230,0.996245894
4190463,21285,0.99859254, ,4198151,21230,0.996245894, ,89.421204,21285,0.99859254, ,90.87017,21230,0.996245894
4190471,21285,0.99859254, ,4198143,21230,0.996245894, ,89.42271,21285,0.99859254, ,90.868665,21230,0.996245894
4190479,21285,0.99859254, ,4198135,21230,0.996245894, ,89.424216,21285,0.99859254, ,90.867159,21230,0.996245894
4190487,21285,0.99859254, ,4198127,21230,0.996245894, ,89.425721,21285,0.99859254, ,90.865653,21230,0.996245894
4190495,21285,0.99859254, ,4198119,21230,0.996245894, ,89.427227,21285,0.99859254, ,90.864147,21230,0.996245894
4190504,21290,0.998827117, ,4198111,21230,0.996245894, ,89.428733,21290,0.998827117, ,90.862641,21230,0.996245894
4190511,21290,0.998827117, ,4198104,21230,0.996245894, ,89.430239,21290,0.998827117, ,90.861135,21230,0.996245894
4190519,21290,0.998827117, ,4198095,21230,0.996245894, ,89.431745,21290,0.998827117, ,90.85963,21230,0.996245894
4190528,21290,0.998827117, ,4198087,21230,0.996245894, ,89.433251,21290,0.998827117, ,90.858124,21230,0.996245894
4190535,21290,0.998827117, ,4198079,21230,0.996245894, ,89.434756,21290,0.998827117, ,90.856618,21230,0.996245894
4190543,21290,0.998827117, ,4198071,21230,0.996245894, ,89.436262,21290,0.998827117, ,90.855112,21230,0.996245894
4190551,21290,0.998827117, ,4198063,21230,0.996245894, ,89.437768,21290,0.998827117, ,90.853606,21230,0.996245894
4190559,21290,0.998827117, ,4198055,21230,0.996245894, ,89.439274,21290,0.998827117, ,90.851912,21230,0.996245894
4190567,21290,0.998827117, ,4198047,21230,0.996245894, ,89.440591,21290,0.998827117, ,90.850407,21230,0.996245894
4190574,21290,0.998827117, ,4198039,21230,0.996245894, ,89.442097,21290,0.998827117, ,90.848901,21230,0.996245894
4190582,21290,0.998827117, ,4198031,21230,0.996245894, ,89.443791,21290,0.998827117, ,90.847395,21230,0.996245894
4190590,21290,0.998827117, ,4198023,21230,0.996245894, ,89.445109,21290,0.998827117, ,90.845889,21230,0.996245894
4190598,21290,0.998827117, ,4198015,21230,0.996245894, ,89.446615,21290,0.998827117, ,90.844383,21230,0.996245894
4190607,21290,0.998827117, ,4198007,21230,0.996245894, ,89.44812,21290,0.998827117, ,90.842878,21230,0.996245894
4190614,21290,0.998827117, ,4197999,21230,0.996245894, ,89.449626,21290,0.998827117, ,90.841372,21230,0.996245894
4190622,21290,0.998827117, ,4197991,21230,0.996245894, ,89.451132,21290,0.998827117, ,90.839866,21230,0.996245894
4190630,21290,0.998827117, ,4197983,21230,0.996245894, ,89.452638,21290,0.998827117, ,90.83836,21230,0.996245894
4190638,21290,0.998827117, ,4197975,21230,0.996245894, ,89.453955,21290,0.998827117, ,90.836854,21230,0.996245894
4190645,21290,0.998827117, ,4197967,21230,0.996245894, ,89.455461,21290,0.998827117, ,90.835348,21230,0.996245894
4190653,21290,0.998827117, ,4197959,21230,0.996245894, ,89.456967,21290,0.998827117, ,90.833843,21230,0.996245894
4190661,21290,0.998827117, ,4197950,21230,0.996245894, ,89.458473,21290,0.998827117, ,90.832337,21230,0.996245894
4190669,21290,0.998827117, ,4197942,21230,0.996245894, ,89.45979,21290,0.998827117, ,90.830831,21230,0.996245894
4190676,21295,0.999061694, ,4197934,21230,0.996245894, ,89.461296,21295,0.999061694, ,90.829325,21230,0.996245894
4190683,21295,0.999061694, ,4197926,21230,0.996245894, ,89.462802,21295,0.999061694, ,90.827631,21230,0.996245894
4190691,21295,0.999061694, ,4197918,21230,0.996245894, ,89.46412,21295,0.999061694, ,90.826125,21230,0.996245894
4190699,21295,0.999061694, ,4197910,21230,0.996245894, ,89.465625,21295,0.999061694, ,90.82462,21230,0.996245894
4190707,21295,0.999061694, ,4197902,21230,0.996245894, ,89.467131,21295,0.999061694, ,90.823114,21230,0.996245894
4190715,21295,0.999061694, ,4197894,21230,0.996245894, ,89.468637,21295,0.999061694, ,90.821608,21230,0.996245894
4190723,21295,0.999061694, ,4197886,21230,0.996245894, ,89.470143,21295,0.999061694, ,90.820102,21230,0.996245894
4190731,21295,0.999061694, ,4197878,21235,0.996480526, ,89.471649,21295,0.999061694, ,90.818596,21235,0.996480526
4190739,21295,0.999061694, ,4197870,21235,0.996480526, ,89.473154,21295,0.999061694, ,90.817091,21235,0.996480526
4190748,21295,0.999061694, ,4197862,21235,0.996480526, ,89.47466,21295,0.999061694, ,90.815585,21235,0.996480526
4190756,21295,0.999061694, ,4197853,21235,0.996480526, ,89.476354,21295,0.999061694, ,90.814267,21235,0.996480526
4190764,21295,0.999061694, ,4197845,21235,0.996480526, ,89.47786,21295,0.999061694, ,90.812573,21235,0.996480526
4190772,21295,0.999061694, ,4197838,21235,0.996480526, ,89.479366,21295,0.999061694, ,90.811067,21235,0.996480526
4190780,21295,0.999061694, ,4197830,21235,0.996480526, ,89.480872,21295,0.999061694, ,90.809561,21235,0.996480526
4190787,21295,0.999061694, ,4197822,21235,0.996480526, ,89.482378,21295,0.999061694, ,90.808056,21235,0.996480526
4190796,21295,0.999061694, ,4197814,21235,0.996480526, ,89.483883,21295,0.999061694, ,90.80655,21235,0.996480526
4190803,21295,0.999061694, ,4197806,21235,0.996480526, ,89.485389,21295,0.999061694, ,90.805044,21235,0.996480526
4190812,21295,0.999061694, ,4197798,21235,0.996480526, ,89.486895,21295,0.999061694, ,90.803726,21235,0.996480526
4190819,21295,0.999061694, ,4197790,21235,0.996480526, ,89.488401,21295,0.999061694, ,90.802221,21235,0.996480526
4190827,21295,0.999061694, ,4197782,21235,0.996480526, ,89.489718,21295,0.999061694, ,90.800527,21235,0.996480526
4190835,21295,0.999061694, ,4197774,21235,0.996480526, ,89.491224,21295,0.999061694, ,90.799021,21235,0.996480526
4190843,21295,0.999061694, ,4197766,21235,0.996480526, ,89.49273,21295,0.999061694, ,90.797703,21235,0.996480526
4190851,21295,0.999061694, ,4197758,21235,0.996480526, ,89.494236,21295,0.999061694, ,90.796197,21235,0.996480526
4190859,21295,0.999061694, ,4197750,21235,0.996480526, ,89.495742,21295,0.999061694, ,90.794692,21235,0.996480526
4190867,21295,0.999061694, ,4197742,21235,0.996480526, ,89.497247,21295,0.999061694, ,90.793186,21235,0.996480526
4190875,21295,0.999061694, ,4197734,21235,0.996480526, ,89.498753,21295,0.999061694, ,90.79168,21235,0.996480526
4190883,21295,0.999061694, ,4197726,21235,0.996480526, ,89.500259,21295,0.999061694, ,90.790174,21235,0.996480526
4190891,21295,0.999061694, ,4197718,21235,0.996480526, ,89.501765,21295,0.999061694, ,90.788668,21235,0.996480526
4190899,21295,0.999061694, ,4197711,21235,0.996480526, ,89.503271,21295,0.999061694, ,90.787163,21235,0.996480526
4190907,21295,0.999061694, ,4197703,21235,0.996480526, ,89.504777,21295,0.999061694, ,90.785657,21235,0.996480526
4190915,21295,0.999061694, ,4197695,21235,0.996480526, ,89.506094,21295,0.999061694, ,90.784151,21235,0.996480526
4190924,21295,0.999061694, ,4197686,21235,0.996480526, ,89.5076,21295,0.999061694, ,90.782645,21235,0.996480526
4190931,21295,0.999061694, ,4197679,21235,0.996480526, ,89.509294,21295,0.999061694, ,90.781139,21235,0.996480526
4190939,21295,0.999061694, ,4197670,21235,0.996480526, ,89.5108,21295,0.999061694, ,90.779633,21235,0.996480526
4190947,21295,0.999061694, ,4197662,21235,0.996480526, ,89.512306,21295,0.999061694, ,90.778128,21235,0.996480526
4190954,21295,0.999061694, ,4197654,21240,0.996715157, ,89.513623,21295,0.999061694, ,90.776622,21240,0.996715157
4190962,21295,0.999061694, ,4197646,21240,0.996715157, ,89.515129,21295,0.999061694, ,90.774928,21240,0.996715157
4190970,21295,0.999061694, ,4197638,21240,0.996715157, ,89.516635,21295,0.999061694, ,90.773422,21240,0.996715157
4190978,21295,0.999061694, ,4197630,21240,0.996715157, ,89.518141,21295,0.999061694, ,90.771916,21240,0.996715157
4190986,21295,0.999061694, ,4197622,21240,0.996715157, ,89.519646,21295,0.999061694, ,90.77041,21240,0.996715157
4190994,21295,0.999061694, ,4197614,21240,0.996715157, ,89.521152,21295,0.999061694, ,90.768905,21240,0.996715157
4191002,21295,0.999061694, ,4197606,21240,0.996715157, ,89.522658,21295,0.999061694, ,90.767399,21240,0.996715157
4191010,21295,0.999061694, ,4197598,21240,0.996715157, ,89.524164,21295,0.999061694, ,90.766081,21240,0.996715157
4191019,21295,0.999061694, ,4197590,21240,0.996715157, ,89.52567,21295,0.999061694, ,90.764575,21240,0.996715157
4191027,21295,0.999061694, ,4197581,21240,0.996715157, ,89.527364,21295,0.999061694, ,90.76307,21240,0.996715157
4191035,21295,0.999061694, ,4197575,21240,0.996715157, ,89.528869,21295,0.999061694, ,90.761564,21240,0.996715157
4191043,21295,0.999061694, ,4197567,21240,0.996715157, ,89.530375,21295,0.999061694, ,90.760058,21240,0.996715157
4191052,21295,0.999061694, ,4197559,21240,0.996715157, ,89.531881,21295,0.999061694, ,90.758552,21240,0.996715157
4191060,21300,0.99929627, ,4197551,21240,0.996715157, ,89.533387,21300,0.99929627, ,90.757046,21240,0.996715157
4191068,21300,0.99929627, ,4197543,21240,0.996715157, ,89.534893,21300,0.99929627, ,90.755729,21240,0.996715157
4191076,21300,0.99929627, ,4197535,21240,0.996715157, ,89.536587,21300,0.99929627, ,90.754223,21240,0.996715157
4191084,21300,0.99929627, ,4197527,21240,0.996715157, ,89.537904,21300,0.99929627, ,90.752717,21240,0.996715157
4191092,21300,0.99929627, ,4197520,21240,0.996715157, ,89.53941,21300,0.99929627, ,90.751211,21240,0.996715157
4191100,21300,0.99929627, ,4197512,21240,0.996715157, ,89.540916,21300,0.99929627, ,90.749705,21240,0.996715157
4191108,21300,0.99929627, ,4197504,21240,0.996715157, ,89.542422,21300,0.99929627, ,90.7482,21240,0.996715157
4191116,21300,0.99929627, ,4197496,21240,0.996715157, ,89.544116,21300,0.99929627, ,90.746694,21240,0.996715157
4191124,21300,0.99929627, ,4197488,21240,0.996715157, ,89.545622,21300,0.99929627, ,90.745188,21240,0.996715157
4191132,21300,0.99929627, ,4197480,21240,0.996715157, ,89.547127,21300,0.99929627, ,90.74387,21240,0.996715157
4191140,21300,0.99929627, ,4197472,21245,0.996949789, ,89.548633,21300,0.99929627, ,90.742365,21245,0.996949789
4191149,21300,0.99929627, ,4197464,21245,0.996949789, ,89.550139,21300,0.99929627, ,90.740859,21245,0.996949789
4191157,21300,0.99929627, ,4197457,21245,0.996949789, ,89.551645,21300,0.99929627, ,90.739353,21245,0.996949789
4191165,21300,0.99929627, ,4197449,21245,0.996949789, ,89.553339,21300,0.99929627, ,90.737847,21245,0.996949789
4191173,21300,0.99929627, ,4197441,21245,0.996949789, ,89.554845,21300,0.99929627, ,90.736341,21245,0.996949789
4191180,21300,0.99929627, ,4197433,21245,0.996949789, ,89.556351,21300,0.99929627, ,90.735024,21245,0.996949789
4191189,21300,0.99929627, ,4197425,21245,0.996949789, ,89.557856,21300,0.99929627, ,90.733518,21245,0.996949789
4191197,21300,0.99929627, ,4197417,21245,0.996949789, ,89.559174,21300,0.99929627, ,90.732012,21245,0.996949789
4191204,21300,0.99929627, ,4197410,21245,0.996949789, ,89.560868,21300,0.99929627, ,90.730506,21245,0.996949789
4191213,21300,0.99929627, ,4197402,21245,0.996949789, ,89.562186,21300,0.99929627, ,90.729001,21245,0.996949789
4191220,21300,0.99929627, ,4197394,21245,0.996949789, ,89.563691,21300,0.99929627, ,90.727495,21245,0.996949789
4191229,21300,0.99929627, ,4197386,21245,0.996949789, ,89.565197,21300,0.99929627, ,90.725989,21245,0.996949789
4191236,21300,0.99929627, ,4197378,21245,0.996949789, ,89.566703,21300,0.99929627, ,90.724671,21245,0.996949789
4191245,21300,0.99929627, ,4197370,21245,0.996949789, ,89.568397,21300,0.99929627, ,90.723166,21245,0.996949789
4191253,21300,0.99929627, ,4197362,21245,0.996949789, ,89.569715,21300,0.99929627, ,90.72166,21245,0.996949789
4191261,21300,0.99929627, ,4197355,21245,0.996949789, ,89.571409,21300,0.99929627, ,90.720154,21245,0.996949789
4191269,21300,0.99929627, ,4197347,21245,0.996949789, ,89.572914,21300,0.99929627, ,90.718648,21245,0.996949789
4191278,21300,0.99929627, ,4197339,21245,0.996949789, ,89.574608,21300,0.99929627, ,90.717331,21245,0.996949789
4191287,21300,0.99929627, ,4197332,21245,0.996949789, ,89.576114,21300,0.99929627, ,90.715825,21245,0.996949789
4191295,21300,0.99929627, ,4197324,21245,0.996949789, ,89.57762,21300,0.99929627, ,90.714319,21245,0.996949789
4191303,21300,0.99929627, ,4197316,21245,0.996949789, ,89.579314,21300,0.99929627, ,90.712813,21245,0.996949789
4191311,21300,0.99929627, ,4197308,21245,0.996949789, ,89.58082,21300,0.99929627, ,90.711496,21245,0.996949789
4191320,21300,0.99929627, ,4197301,21245,0.996949789, ,89.582326,21300,0.99929627, ,90.70999,21245,0.996949789
4191328,21300,0.99929627, ,4197293,21245,0.996949789, ,89.58402,21300,0.99929627, ,90.708484,21245,0.996949789
4191336,21300,0.99929627, ,4197285,21245,0.996949789, ,89.585526,21300,0.99929627, ,90.707166,21245,0.996949789
4191344,21300,0.99929627, ,4197277,21245,0.996949789, ,89.587031,21300,0.99929627, ,90.705661,21245,0.996949789
4191352,21300,0.99929627, ,4197270,21245,0.996949789, ,89.588537,21300,0.99929627, ,90.704155,21245,0.996949789
4191360,21300,0.99929627, ,4197262,21245,0.996949789, ,89.590043,21300,0.99929627, ,90.702649,21245,0.996949789
4191368,21300,0.99929627, ,4197254,21245,0.996949789, ,89.591549,21300,0.99929627, ,90.701143,21245,0.996949789
4191376,21300,0.99929627, ,4197246,21245,0.996949789, ,89.593055,21300,0.99929627, ,90.699637,21245,0.996949789
4191384,21300,0.99929627, ,4197238,21245,0.996949789, ,89.59456,21300,0.99929627, ,90.69832,21245,0.996949789
4191392,21300,0.99929627, ,4197230,21245,0.996949789, ,89.596066,21300,0.99929627, ,90.696814,21245,0.996949789
4191400,21300,0.99929627, ,4197222,21245,0.996949789, ,89.597572,21300,0.99929627, ,90.695308,21245,0.996949789
4191408,21300,0.99929627, ,4197215,21245,0.996949789, ,89.599078,21300,0.99929627, ,90.693802,21245,0.996949789
4191417,21300,0.99929627, ,4197207,21245,0.996949789, ,89.600584,21300,0.99929627, ,90.692296,21245,0.996949789
4191425,21300,0.99929627, ,4197199,21245,0.996949789, ,89.602278,21300,0.99929627, ,90.690791,21245,0.996949789
4191433,21300,0.99929627, ,4197191,21245,0.996949789, ,89.603784,21300,0.99929627, ,90.689285,21245,0.996949789
4191441,21300,0.99929627, ,4197183,21245,0.996949789, ,89.605289,21300,0.99929627, ,90.687967,21245,0.996949789
4191449,21300,0.99929627, ,4197175,21245,0.996949789, ,89.606795,21300,0.99929627, ,90.686461,21245,0.996949789
4191457,21300,0.99929627, ,4197168,21245,0.996949789, ,89.608301,21300,0.99929627, ,90.684956,21245,0.996949789
4191465,21300,0.99929627, ,4197159,21245,0.996949789, ,89.609807,21300,0.99929627, ,90.68345,21245,0.996949789
4191472,21300,0.99929627, ,4197151,21245,0.996949789, ,89.611124,21300,0.99929627, ,90.681944,21245,0.996949789
4191480,21300,0.99929627, ,4197143,21245,0.996949789, ,89.61263,21300,0.99929627, ,90.680438,21245,0.996949789
4191488,21300,0.99929627, ,4197135,21245,0.996949789, ,89.613948,21300,0.99929627, ,90.678932,21245,0.996949789
4191496,21300,0.99929627, ,4197127,21245,0.996949789, ,89.615454,21300,0.99929627, ,90.677427,21245,0.996949789
4191503,21300,0.99929627, ,4197119,21245,0.996949789, ,89.616959,21300,0.99929627, ,90.675921,21245,0.996949789
4191511,21300,0.99929627, ,4197111,21245,0.996949789, ,89.618465,21300,0.99929627, ,90.674415,21245,0.996949789
4191519,21300,0.99929627, ,4197103,21245,0.996949789, ,89.619971,21300,0.99929627, ,90.672909,21245,0.996949789
4191526,21300,0.99929627, ,4197095,21245,0.996949789, ,89.621477,21300,0.99929627, ,90.671403,21245,0.996949789
4191535,21300,0.99929627, ,4197087,21245,0.996949789, ,89.622794,21300,0.99929627, ,90.669898,21245,0.996949789
4191543,21300,0.99929627, ,4197079,21245,0.996949789, ,89.624488,21300,0.99929627, ,90.668392,21245,0.996949789
4191551,21300,0.99929627, ,4197070,21250,0.99718442, ,89.625994,21300,0.99929627, ,90.666886,21250,0.99718442
4191560,21300,0.99929627, ,4197062,21250,0.99718442, ,89.6275,21300,0.99929627, ,90.665192,21250,0.99718442
4191568,21300,0.99929627, ,4197055,21250,0.99718442, ,89.629006,21300,0.99929627, ,90.663686,21250,0.99718442
4191576,21300,0.99929627, ,4197047,21250,0.99718442, ,89.6307,21300,0.99929627, ,90.66218,21250,0.99718442
4191583,21300,0.99929627, ,4197039,21250,0.99718442, ,89.632018,21300,0.99929627, ,90.660863,21250,0.99718442
4191592,21300,0.99929627, ,4197031,21250,0.99718442, ,89.633523,21300,0.99929627, ,90.659357,21250,0.99718442
4191600,21300,0.99929627, ,4197023,21250,0.99718442, ,89.635029,21300,0.99929627, ,90.657851,21250,0.99718442
4191608,21300,0.99929627, ,4197015,21250,0.99718442, ,89.636535,21300,0.99929627, ,90.656345,21250,0.99718442
4191615,21300,0.99929627, ,4197008,21250,0.99718442, ,89.638041,21300,0.99929627, ,90.654839,21250,0.99718442
4191623,21300,0.99929627, ,4197000,21250,0.99718442, ,89.639547,21300,0.99929627, ,90.653334,21250,0.99718442
4191632,21300,0.99929627, ,4196992,21250,0.99718442, ,89.641052,21300,0.99929627, ,90.651828,21250,0.99718442
4191639,21300,0.99929627, ,4196983,21250,0.99718442, ,89.642558,21300,0.99929627, ,90.650322,21250,0.99718442
4191647,21300,0.99929627, ,4196976,21250,0.99718442, ,89.644064,21300,0.99929627, ,90.648816,21250,0.99718442
4191655,21300,0.99929627, ,4196967,21250,0.99718442, ,89.64557,21300,0.99929627, ,90.64731,21250,0.99718442
4191663,21300,0.99929627, ,4196959,21250,0.99718442, ,89.647076,21300,0.99929627, ,90.645805,21250,0.99718442
4191671,21300,0.99929627, ,4196951,21250,0.99718442, ,89.648581,21300,0.99929627, ,90.644299,21250,0.99718442
4191679,21300,0.99929627, ,4196944,21250,0.99718442, ,89.649899,21300,0.99929627, ,90.642793,21250,0.99718442
4191687,21300,0.99929627, ,4196935,21250,0.99718442, ,89.651593,21300,0.99929627, ,90.641287,21250,0.99718442
4191695,21300,0.99929627, ,4196927,21250,0.99718442, ,89.652911,21300,0.99929627, ,90.639781,21250,0.99718442
4191702,21300,0.99929627, ,4196920,21255,0.997419052, ,89.654605,21300,0.99929627, ,90.638275,21255,0.997419052
4191711,21300,0.99929627, ,4196912,21255,0.997419052, ,89.655922,21300,0.99929627, ,90.63677,21255,0.997419052
4191718,21300,0.99929627, ,4196904,21255,0.997419052, ,89.657428,21300,0.99929627, ,90.635264,21255,0.997419052
4191726,21300,0.99929627, ,4196896,21255,0.997419052, ,89.658934,21300,0.99929627, ,90.633758,21255,0.997419052
4191733,21300,0.99929627, ,4196888,21255,0.997419052, ,89.66044,21300,0.99929627, ,90.632252,21255,0.997419052
4191742,21300,0.99929627, ,4196880,21255,0.997419052, ,89.661757,21300,0.99929627, ,90.630746,21255,0.997419052
4191750,21300,0.99929627, ,4196872,21255,0.997419052, ,89.663451,21300,0.99929627, ,90.629241,21255,0.997419052
4191757,21300,0.99929627, ,4196864,21255,0.997419052, ,89.664957,21300,0.99929627, ,90.627735,21255,0.997419052
4191765,21300,0.99929627, ,4196856,21255,0.997419052, ,89.666275,21300,0.99929627, ,90.626229,21255,0.997419052
4191772,21300,0.99929627, ,4196848,21255,0.997419052, ,89.667781,21300,0.99929627, ,90.624723,21255,0.997419052
4191780,21300,0.99929627, ,4196840,21255,0.997419052, ,89.669098,21300,0.99929627, ,90.623217,21255,0.997419052
4191788,21300,0.99929627, ,4196832,21255,0.997419052, ,89.670604,21300,0.99929627, ,90.621712,21255,0.997419052
4191796,21300,0.99929627, ,4196824,21255,0.997419052, ,89.671922,21300,0.99929627, ,90.620206,21255,0.997419052
4191803,21300,0.99929627, ,4196816,21255,0.997419052, ,89.673427,21300,0.99929627, ,90.6187,21255,0.997419052
4191811,21300,0.99929627, ,4196808,21255,0.997419052, ,89.674933,21300,0.99929627, ,90.617194,21255,0.997419052
4191819,21300,0.99929627, ,4196800,21255,0.997419052, ,89.676439,21300,0.99929627, ,90.615688,21255,0.997419052
4191827,21305,0.999530847, ,4196791,21255,0.997419052, ,89.677945,21305,0.999530847, ,90.614183,21255,0.997419052
4191835,21305,0.999530847, ,4196784,21255,0.997419052, ,89.679451,21305,0.999530847, ,90.612677,21255,0.997419052
4191843,21305,0.999530847, ,4196776,21255,0.997419052, ,89.680956,21305,0.999530847, ,90.611171,21255,0.997419052
4191851,21305,0.999530847, ,4196768,21255,0.997419052, ,89.682462,21305,0.999530847, ,90.609665,21255,0.997419052
4191859,21305,0.999530847, ,4196760,21255,0.997419052, ,89.683968,21305,0.999530847, ,90.608159,21255,0.997419052
4191867,21305,0.999530847, ,4196752,21255,0.997419052, ,89.685474,21305,0.999530847, ,90.606653,21255,0.997419052
4191875,21305,0.999530847, ,4196744,21255,0.997419052, ,89.68698,21305,0.999530847, ,90.605148,21255,0.997419052
4191883,21305,0.999530847, ,4196736,21255,0.997419052, ,89.688485,21305,0.999530847, ,90.603642,21255,0.997419052
4191891,21305,0.999530847, ,4196727,21255,0.997419052, ,89.689991,21305,0.999530847, ,90.602136,21255,0.997419052
4191899,21305,0.999530847, ,4196720,21260,0.997653684, ,89.691497,21305,0.999530847, ,90.60063,21260,0.997653684
4191907,21305,0.999530847, ,4196711,21260,0.997653684, ,89.693003,21305,0.999530847, ,90.599124,21260,0.997653684
4191915,21305,0.999530847, ,4196703,21260,0.997653684, ,89.694509,21305,0.999530847, ,90.597619,21260,0.997653684
