p1_encoder, p1_pressed, p1_pressed_nmz, ,p2_encoder, p2_pressed, p2_pressed_nmz, ,p1_degree, p1_pressed, p1_pressed_nmz, ,p2_degree, p2_pressed, p2_pressed_nmz
4193598,20495,0.961529439, ,4195020,20885,0.980056312, ,90.011294,20495,0.961529439, ,90.280834,20885,0.980056312
4193606,20495,0.961529439, ,4195012,20845,0.978179259, ,90.012799,20495,0.961529439, ,90.279328,20845,0.978179259
4193614,20495,0.961529439, ,4195004,20845,0.978179259, ,90.014305,20495,0.961529439, ,90.277822,20845,0.978179259
4193622,20495,0.961529439, ,4194996,20795,0.975832942, ,90.015811,20495,0.961529439, ,90.276316,20795,0.975832942
4193631,20430,0.958479944, ,4194989,20795,0.975832942, ,90.017317,20430,0.958479944, ,90.27481,20795,0.975832942
4193638,20430,0.958479944, ,4194981,20795,0.975832942, ,90.018823,20430,0.958479944, ,90.273305,20795,0.975832942
4193646,20430,0.958479944, ,4194972,20795,0.975832942, ,90.020328,20430,0.958479944, ,90.271799,20795,0.975832942
4193654,20360,0.955195871, ,4194965,20745,0.973486626, ,90.021834,20360,0.955195871, ,90.270293,20745,0.973486626
4193662,20360,0.955195871, ,4194957,20745,0.973486626, ,90.02334,20360,0.955195871, ,90.268787,20745,0.973486626
4193669,20360,0.955195871, ,4194949,20745,0.973486626, ,90.024658,20360,0.955195871, ,90.267281,20745,0.973486626
4193677,20290,0.951911799, ,4194940,20695,0.97114031, ,90.026163,20290,0.951911799, ,90.265776,20695,0.97114031
4193685,20290,0.951911799, ,4194932,20695,0.97114031, ,90.027669,20290,0.951911799, ,90.26427,20695,0.97114031
4193693,20290,0.951911799, ,4194924,20695,0.97114031, ,90.029175,20290,0.951911799, ,90.262764,20695,0.97114031
4193700,20215,0.94839315, ,4194916,20640,0.968559362, ,90.030493,20215,0.94839315, ,90.26107,20640,0.968559362
4193708,20215,0.94839315, ,4194908,20640,0.968559362, ,90.031998,20215,0.94839315, ,90.259752,20640,0.968559362
4193716,20215,0.94839315, ,4194900,20640,0.968559362, ,90.033504,20215,0.94839315, ,90.258247,20640,0.968559362
4193724,20140,0.944874502, ,4194892,20580,0.965743782, ,90.03501,20140,0.944874502, ,90.256741,20580,0.965743782
4193732,20140,0.944874502, ,4194884,20580,0.965743782, ,90.036516,20140,0.944874502, ,90.255235,20580,0.965743782
4193740,20140,0.944874502, ,4194876,20580,0.965743782, ,90.038022,20140,0.944874502, ,90.253729,20580,0.965743782
4193748,20060,0.941121276, ,4194868,20580,0.965743782, ,90.039528,20060,0.941121276, ,90.252035,20580,0.965743782
4193757,20060,0.941121276, ,4194860,20515,0.962693571, ,90.041033,20060,0.941121276, ,90.250529,20515,0.962693571
4193764,20060,0.941121276, ,4194852,20515,0.962693571, ,90.042539,20060,0.941121276, ,90.249023,20515,0.962693571
4193772,20060,0.941121276, ,4194844,20515,0.962693571, ,90.044045,20060,0.941121276, ,90.247706,20515,0.962693571
4193780,19975,0.937133474, ,4194836,20455,0.959877992, ,90.045551,19975,0.937133474, ,90.2462,20455,0.959877992
4193788,19975,0.937133474, ,4194828,20455,0.959877992, ,90.047057,19975,0.937133474, ,90.244694,20455,0.959877992
4193796,19975,0.937133474, ,4194820,20455,0.959877992, ,90.048562,19975,0.937133474, ,90.243188,20455,0.959877992
4193804,19890,0.933145672, ,4194812,20385,0.956593149, ,90.050068,19890,0.933145672, ,90.241683,20385,0.956593149
4193812,19890,0.933145672, ,4194804,20385,0.956593149, ,90.051574,19890,0.933145672, ,90.240177,20385,0.956593149
4193819,19890,0.933145672, ,4194796,20385,0.956593149, ,90.05308,19890,0.933145672, ,90.238671,20385,0.956593149
4193828,19800,0.928923293, ,4194788,20315,0.953308306, ,90.054397,19800,0.928923293, ,90.236977,20315,0.953308306
4193835,19800,0.928923293, ,4194780,20315,0.953308306, ,90.055903,19800,0.928923293, ,90.235471,20315,0.953308306
4193842,19800,0.928923293, ,4194772,20315,0.953308306, ,90.057409,19800,0.928923293, ,90.233965,20315,0.953308306
4193851,19705,0.924466338, ,4194763,20315,0.953308306, ,90.058915,19705,0.924466338, ,90.23246,20315,0.953308306
4193859,19705,0.924466338, ,4194755,20245,0.950023463, ,90.060232,19705,0.924466338, ,90.230954,20245,0.950023463
4193866,19705,0.924466338, ,4194747,20245,0.950023463, ,90.061738,19705,0.924466338, ,90.22926,20245,0.950023463
4193874,19705,0.924466338, ,4194739,20170,0.946503989, ,90.063244,19705,0.924466338, ,90.227942,20170,0.946503989
4193882,19610,0.920009383, ,4194731,20170,0.946503989, ,90.06475,19610,0.920009383, ,90.226248,20170,0.946503989
4193890,19610,0.920009383, ,4194722,20170,0.946503989, ,90.066067,19610,0.920009383, ,90.224742,20170,0.946503989
4193897,19610,0.920009383, ,4194714,20170,0.946503989, ,90.067573,19610,0.920009383, ,90.223236,20170,0.946503989
4193905,19510,0.915317851, ,4194706,20090,0.942749883, ,90.069079,19510,0.915317851, ,90.221731,20090,0.942749883
4193913,19510,0.915317851, ,4194698,20090,0.942749883, ,90.070585,19510,0.915317851, ,90.220225,20090,0.942749883
4193920,19510,0.915317851, ,4194690,20090,0.942749883, ,90.071902,19510,0.915317851, ,90.218719,20090,0.942749883
4193928,19405,0.910391743, ,4194681,20005,0.938761145, ,90.073408,19405,0.910391743, ,90.217213,20005,0.938761145
4193936,19405,0.910391743, ,4194673,20005,0.938761145, ,90.074914,19405,0.910391743, ,90.215519,20005,0.938761145
4193943,19405,0.910391743, ,4194664,20005,0.938761145, ,90.076232,19405,0.910391743, ,90.213825,20005,0.938761145
4193951,19295,0.905231058, ,4194656,19920,0.934772407, ,90.077737,19295,0.905231058, ,90.212319,19920,0.934772407
4193958,19295,0.905231058, ,4194648,19920,0.934772407, ,90.079055,19295,0.905231058, ,90.210813,19920,0.934772407
4193966,19295,0.905231058, ,4194640,19920,0.934772407, ,90.080561,19295,0.905231058, ,90.209308,19920,0.934772407
4193973,19185,0.900070373, ,4194632,19830,0.930549038, ,90.082067,19185,0.900070373, ,90.207614,19830,0.930549038
4193982,19185,0.900070373, ,4194624,19830,0.930549038, ,90.083384,19185,0.900070373, ,90.206108,19830,0.930549038
4193989,19185,0.900070373, ,4194616,19830,0.930549038, ,90.08489,19185,0.900070373, ,90.204602,19830,0.930549038
4193997,19185,0.900070373, ,4194608,19735,0.926091037, ,90.086396,19185,0.900070373, ,90.203284,19735,0.926091037
4194005,19070,0.894675111, ,4194600,19735,0.926091037, ,90.087902,19070,0.894675111, ,90.201779,19735,0.926091037
4194013,19070,0.894675111, ,4194592,19735,0.926091037, ,90.089408,19070,0.894675111, ,90.200273,19735,0.926091037
4194021,18950,0.889045273, ,4194584,19735,0.926091037, ,90.090913,18950,0.889045273, ,90.198767,19735,0.926091037
4194029,18950,0.889045273, ,4194576,19640,0.921633036, ,90.092419,18950,0.889045273, ,90.197261,19640,0.921633036
4194038,18950,0.889045273, ,4194568,19640,0.921633036, ,90.093925,18950,0.889045273, ,90.195755,19640,0.921633036
4194046,18950,0.889045273, ,4194561,19640,0.921633036, ,90.095431,18950,0.889045273, ,90.19425,19640,0.921633036
4194053,18830,0.883415435, ,4194553,19540,0.916940404, ,90.097125,18830,0.883415435, ,90.192744,19540,0.916940404
4194062,18830,0.883415435, ,4194545,19540,0.916940404, ,90.098442,18830,0.883415435, ,90.191238,19540,0.916940404
4194069,18830,0.883415435, ,4194537,19540,0.916940404, ,90.099948,18830,0.883415435, ,90.189732,19540,0.916940404
4194078,18700,0.877316444, ,4194529,19435,0.912013139, ,90.101454,18700,0.877316444, ,90.188226,19435,0.912013139
4194086,18700,0.877316444, ,4194521,19435,0.912013139, ,90.10296,18700,0.877316444, ,90.186721,19435,0.912013139
4194094,18700,0.877316444, ,4194513,19435,0.912013139, ,90.104466,18700,0.877316444, ,90.185215,19435,0.912013139
4194102,18570,0.871217452, ,4194505,19330,0.907085875, ,90.105971,18570,0.871217452, ,90.183897,19330,0.907085875
4194109,18570,0.871217452, ,4194498,19330,0.907085875, ,90.107477,18570,0.871217452, ,90.182391,19330,0.907085875
4194118,18570,0.871217452, ,4194489,19330,0.907085875, ,90.108983,18570,0.871217452, ,90.180886,19330,0.907085875
4194125,18435,0.864883885, ,4194481,19215,0.901689348, ,90.110489,18435,0.864883885, ,90.179191,19215,0.901689348
4194134,18435,0.864883885, ,4194473,19215,0.901689348, ,90.111995,18435,0.864883885, ,90.177874,19215,0.901689348
4194141,18435,0.864883885, ,4194466,19215,0.901689348, ,90.1135,18435,0.864883885, ,90.176368,19215,0.901689348
4194151,18435,0.864883885, ,4194458,19100,0.89629282, ,90.115006,18435,0.864883885, ,90.174862,19100,0.89629282
4194159,18295,0.85831574, ,4194450,19100,0.89629282, ,90.1167,18295,0.85831574, ,90.173545,19100,0.89629282
4194167,18295,0.85831574, ,4194442,19100,0.89629282, ,90.118394,18295,0.85831574, ,90.172039,19100,0.89629282
4194175,18155,0.851747596, ,4194434,19100,0.89629282, ,90.1199,18155,0.851747596, ,90.170533,19100,0.89629282
4194183,18155,0.851747596, ,4194427,18980,0.890661661, ,90.121406,18155,0.851747596, ,90.169027,18980,0.890661661
4194191,18155,0.851747596, ,4194419,18980,0.890661661, ,90.122912,18155,0.851747596, ,90.167521,18980,0.890661661
4194199,18155,0.851747596, ,4194411,18980,0.890661661, ,90.124418,18155,0.851747596, ,90.166016,18980,0.890661661
4194207,18005,0.844710298, ,4194403,18860,0.885030502, ,90.125923,18005,0.844710298, ,90.16451,18860,0.885030502
4194215,18005,0.844710298, ,4194395,18860,0.885030502, ,90.127429,18005,0.844710298, ,90.163192,18860,0.885030502
4194223,18005,0.844710298, ,4194387,18860,0.885030502, ,90.128935,18005,0.844710298, ,90.161498,18860,0.885030502
4194231,17855,0.837673, ,4194379,18730,0.87893008, ,90.130253,17855,0.837673, ,90.160181,18730,0.87893008
4194238,17855,0.837673, ,4194371,18730,0.87893008, ,90.131758,17855,0.837673, ,90.158487,18730,0.87893008
4194246,17855,0.837673, ,4194363,18730,0.87893008, ,90.133264,17855,0.837673, ,90.157169,18730,0.87893008
4194254,17705,0.830635703, ,4194355,18600,0.872829657, ,90.13477,17705,0.830635703, ,90.155475,18600,0.872829657
4194262,17705,0.830635703, ,4194347,18600,0.872829657, ,90.136276,17705,0.830635703, ,90.153969,18600,0.872829657
4194271,17705,0.830635703, ,4194339,18600,0.872829657, ,90.137782,17705,0.830635703, ,90.152463,18600,0.872829657
4194278,17705,0.830635703, ,4194331,18465,0.866494603, ,90.139287,17705,0.830635703, ,90.151146,18465,0.866494603
4194287,17565,0.824067558, ,4194324,18465,0.866494603, ,90.140982,17565,0.824067558, ,90.14964,18465,0.866494603
4194295,17565,0.824067558, ,4194315,18465,0.866494603, ,90.142487,17565,0.824067558, ,90.148134,18465,0.866494603
4194303,17565,0.824067558, ,4194307,18325,0.859924918, ,90.143993,17565,0.824067558, ,90.146628,18325,0.859924918
4194311,17425,0.817499414, ,4194299,18325,0.859924918, ,90.145499,17425,0.817499414, ,90.145123,18325,0.859924918
4194320,17425,0.817499414, ,4194292,18325,0.859924918, ,90.147005,17425,0.817499414, ,90.143617,18325,0.859924918
4194327,17425,0.817499414, ,4194284,18325,0.859924918, ,90.148511,17425,0.817499414, ,90.142111,18325,0.859924918
4194336,17300,0.811634999, ,4194276,18180,0.853120601, ,90.150016,17300,0.811634999, ,90.140605,18180,0.853120601
4194344,17300,0.811634999, ,4194268,18180,0.853120601, ,90.15171,17300,0.811634999, ,90.139099,18180,0.853120601
4194352,17300,0.811634999, ,4194260,18180,0.853120601, ,90.153216,17300,0.811634999, ,90.137593,18180,0.853120601
4194360,17185,0.806239737, ,4194252,18035,0.846316283, ,90.154534,17185,0.806239737, ,90.136276,18035,0.846316283
4194367,17185,0.806239737, ,4194244,18035,0.846316283, ,90.156228,17185,0.806239737, ,90.134582,18035,0.846316283
4194376,17185,0.806239737, ,4194236,18035,0.846316283, ,90.157734,17185,0.806239737, ,90.133076,18035,0.846316283
4194384,17085,0.801548205, ,4194228,17880,0.839042703, ,90.159051,17085,0.801548205, ,90.13157,17880,0.839042703
4194392,17085,0.801548205, ,4194220,17880,0.839042703, ,90.160745,17085,0.801548205, ,90.130064,17880,0.839042703
4194400,17085,0.801548205, ,4194212,17880,0.839042703, ,90.162063,17085,0.801548205, ,90.128559,17880,0.839042703
4194408,17000,0.797560403, ,4194204,17730,0.832003754, ,90.163757,17000,0.797560403, ,90.127053,17730,0.832003754
4194416,17000,0.797560403, ,4194196,17730,0.832003754, ,90.165263,17000,0.797560403, ,90.125547,17730,0.832003754
4194424,17000,0.797560403, ,4194188,17730,0.832003754, ,90.166769,17000,0.797560403, ,90.124041,17730,0.832003754
4194432,17000,0.797560403, ,4194180,17730,0.832003754, ,90.168274,17000,0.797560403, ,90.122535,17730,0.832003754
4194440,16925,0.794041755, ,4194172,17585,0.825199437, ,90.16978,16925,0.794041755, ,90.121218,17585,0.825199437
4194448,16925,0.794041755, ,4194164,17585,0.825199437, ,90.171286,16925,0.794041755, ,90.119712,17585,0.825199437
4194456,16925,0.794041755, ,4194156,17585,0.825199437, ,90.172792,16925,0.794041755, ,90.118206,17585,0.825199437
4194465,16865,0.791226836, ,4194148,17445,0.818629751, ,90.174298,16865,0.791226836, ,90.1167,17445,0.818629751
4194473,16865,0.791226836, ,4194141,17445,0.818629751, ,90.175803,16865,0.791226836, ,90.115195,17445,0.818629751
4194481,16865,0.791226836, ,4194133,17445,0.818629751, ,90.177309,16865,0.791226836, ,90.113689,17445,0.818629751
4194488,16820,0.789115646, ,4194125,17315,0.812529329, ,90.178815,16820,0.789115646, ,90.112183,17315,0.812529329
4194496,16820,0.789115646, ,4194117,17315,0.812529329, ,90.180321,16820,0.789115646, ,90.110677,17315,0.812529329
4194504,16820,0.789115646, ,4194109,17315,0.812529329, ,90.181827,16820,0.789115646, ,90.109171,17315,0.812529329
4194512,16790,0.787708187, ,4194101,17195,0.80689817, ,90.183332,16790,0.787708187, ,90.107665,17195,0.80689817
4194520,16790,0.787708187, ,4194093,17195,0.80689817, ,90.184838,16790,0.787708187, ,90.106348,17195,0.80689817
4194528,16790,0.787708187, ,4194086,17195,0.80689817, ,90.186344,16790,0.787708187, ,90.104842,17195,0.80689817
4194537,16775,0.787004457, ,4194078,17090,0.801970906, ,90.18785,16775,0.787004457, ,90.103336,17090,0.801970906
4194545,16775,0.787004457, ,4194070,17090,0.801970906, ,90.189356,16775,0.787004457, ,90.10183,17090,0.801970906
4194553,16775,0.787004457, ,4194062,17090,0.801970906, ,90.19105,16775,0.787004457, ,90.100325,17090,0.801970906
4194561,16775,0.787004457, ,4194054,17000,0.797747536, ,90.192556,16775,0.787004457, ,90.098819,17000,0.797747536
4194570,16775,0.787004457, ,4194046,17000,0.797747536, ,90.194061,16775,0.787004457, ,90.097313,17000,0.797747536
4194578,16775,0.787004457, ,4194038,17000,0.797747536, ,90.195755,16775,0.787004457, ,90.095995,17000,0.797747536
4194586,16775,0.787004457, ,4194031,17000,0.797747536, ,90.197261,16775,0.787004457, ,90.09449,17000,0.797747536
4194595,16785,0.78747361, ,4194023,16925,0.794228062, ,90.198767,16785,0.78747361, ,90.092984,16925,0.794228062
4194603,16785,0.78747361, ,4194015,16925,0.794228062, ,90.200461,16785,0.78747361, ,90.091478,16925,0.794228062
4194611,16785,0.78747361, ,4194008,16925,0.794228062, ,90.201967,16785,0.78747361, ,90.09016,16925,0.794228062
4194620,16810,0.788646493, ,4194000,16860,0.791177851, ,90.203473,16810,0.788646493, ,90.088655,16860,0.791177851
4194627,16810,0.788646493, ,4193992,16860,0.791177851, ,90.204978,16810,0.788646493, ,90.087149,16860,0.791177851
4194635,16810,0.788646493, ,4193985,16860,0.791177851, ,90.206484,16810,0.788646493, ,90.085831,16860,0.791177851
4194643,16850,0.790523106, ,4193977,16810,0.788831534, ,90.20799,16850,0.790523106, ,90.084325,16810,0.788831534
4194652,16850,0.790523106, ,4193969,16810,0.788831534, ,90.209496,16850,0.790523106, ,90.08282,16810,0.788831534
4194660,16850,0.790523106, ,4193961,16810,0.788831534, ,90.211002,16850,0.790523106, ,90.081314,16810,0.788831534
4194668,16900,0.792868872, ,4193953,16775,0.787189113, ,90.212508,16900,0.792868872, ,90.079996,16775,0.787189113
4194676,16900,0.792868872, ,4193946,16775,0.787189113, ,90.214013,16900,0.792868872, ,90.07849,16775,0.787189113
4194684,16900,0.792868872, ,4193938,16775,0.787189113, ,90.215519,16900,0.792868872, ,90.076985,16775,0.787189113
4194692,16970,0.796152944, ,4193930,16755,0.786250587, ,90.217213,16970,0.796152944, ,90.075479,16755,0.786250587
4194699,16970,0.796152944, ,4193923,16755,0.786250587, ,90.218719,16970,0.796152944, ,90.074161,16755,0.786250587
4194708,16970,0.796152944, ,4193915,16755,0.786250587, ,90.220225,16970,0.796152944, ,90.072655,16755,0.786250587
4194716,17050,0.799906169, ,4193907,16745,0.785781323, ,90.221731,17050,0.799906169, ,90.07115,16745,0.785781323
4194724,17050,0.799906169, ,4193899,16745,0.785781323, ,90.223236,17050,0.799906169, ,90.069832,16745,0.785781323
4194732,17050,0.799906169, ,4193892,16745,0.785781323, ,90.224742,17050,0.799906169, ,90.068326,16745,0.785781323
4194739,17050,0.799906169, ,4193883,16745,0.785781323, ,90.22606,17050,0.799906169, ,90.066632,16745,0.785781323
4194747,17145,0.804363125, ,4193875,16750,0.786015955, ,90.227566,17145,0.804363125, ,90.065126,16750,0.786015955
4194755,17145,0.804363125, ,4193867,16750,0.786015955, ,90.229071,17145,0.804363125, ,90.063621,16750,0.786015955
4194763,17145,0.804363125, ,4193859,16750,0.786015955, ,90.230577,17145,0.804363125, ,90.062115,16750,0.786015955
4194770,17255,0.80952381, ,4193851,16770,0.786954481, ,90.231895,17255,0.80952381, ,90.060797,16770,0.786954481
4194778,17255,0.80952381, ,4193843,16770,0.786954481, ,90.233401,17255,0.80952381, ,90.059103,16770,0.786954481
4194786,17255,0.80952381, ,4193835,16770,0.786954481, ,90.234906,17255,0.80952381, ,90.057597,16770,0.786954481
4194794,17380,0.815388224, ,4193827,16805,0.788596903, ,90.236412,17380,0.815388224, ,90.05628,16805,0.788596903
4194802,17380,0.815388224, ,4193819,16805,0.788596903, ,90.237918,17380,0.815388224, ,90.054774,16805,0.788596903
4194810,17380,0.815388224, ,4193811,16805,0.788596903, ,90.239424,17380,0.815388224, ,90.05308,16805,0.788596903
4194818,17515,0.821721792, ,4193803,16850,0.790708588, ,90.24093,17515,0.821721792, ,90.051574,16850,0.790708588
4194826,17515,0.821721792, ,4193795,16850,0.790708588, ,90.242436,17515,0.821721792, ,90.050256,16850,0.790708588
4194834,17515,0.821721792, ,4193788,16850,0.790708588, ,90.243941,17515,0.821721792, ,90.048751,16850,0.790708588
4194843,17515,0.821721792, ,4193779,16915,0.793758799, ,90.245447,17515,0.821721792, ,90.047245,16915,0.793758799
4194851,17660,0.828524513, ,4193772,16915,0.793758799, ,90.246953,17660,0.828524513, ,90.045739,16915,0.793758799
4194858,17660,0.828524513, ,4193764,16915,0.793758799, ,90.248647,17660,0.828524513, ,90.044233,16915,0.793758799
4194867,17805,0.835327234, ,4193756,16915,0.793758799, ,90.250153,17805,0.835327234, ,90.042727,16915,0.793758799
4194875,17805,0.835327234, ,4193748,16990,0.797278273, ,90.251659,17805,0.835327234, ,90.041222,16990,0.797278273
4194883,17805,0.835327234, ,4193740,16990,0.797278273, ,90.253164,17805,0.835327234, ,90.039716,16990,0.797278273
4194891,17805,0.835327234, ,4193732,16990,0.797278273, ,90.25467,17805,0.835327234, ,90.038398,16990,0.797278273
4194899,17955,0.842364532, ,4193724,17080,0.801501642, ,90.256176,17955,0.842364532, ,90.036892,17080,0.801501642
4194907,17955,0.842364532, ,4193716,17080,0.801501642, ,90.257682,17955,0.842364532, ,90.035387,17080,0.801501642
4194915,17955,0.842364532, ,4193708,17080,0.801501642, ,90.259188,17955,0.842364532, ,90.033881,17080,0.801501642
4194923,18110,0.849636406, ,4193700,17185,0.806428907, ,90.260505,18110,0.849636406, ,90.032375,17185,0.806428907
4194931,18110,0.849636406, ,4193692,17185,0.806428907, ,90.262011,18110,0.849636406, ,90.030681,17185,0.806428907
4194938,18110,0.849636406, ,4193684,17185,0.806428907, ,90.263517,18110,0.849636406, ,90.029363,17185,0.806428907
4194946,18255,0.856439127, ,4193676,17300,0.811825434, ,90.265023,18255,0.856439127, ,90.027669,17300,0.811825434
4194955,18255,0.856439127, ,4193668,17300,0.811825434, ,90.266528,18255,0.856439127, ,90.026163,17300,0.811825434
4194963,18255,0.856439127, ,4193660,17300,0.811825434, ,90.268223,18255,0.856439127, ,90.024658,17300,0.811825434
4194971,18400,0.863241848, ,4193651,17435,0.818160488, ,90.269728,18400,0.863241848, ,90.023152,17435,0.818160488
4194980,18400,0.863241848, ,4193644,17435,0.818160488, ,90.271234,18400,0.863241848, ,90.021646,17435,0.818160488
4194988,18400,0.863241848, ,4193636,17435,0.818160488, ,90.27274,18400,0.863241848, ,90.02014,17435,0.818160488
4194995,18400,0.863241848, ,4193628,17570,0.824495542, ,90.274246,18400,0.863241848, ,90.018634,17570,0.824495542
4195003,18540,0.869809993, ,4193620,17570,0.824495542, ,90.275752,18540,0.869809993, ,90.017129,17570,0.824495542
4195011,18540,0.869809993, ,4193612,17570,0.824495542, ,90.277257,18540,0.869809993, ,90.015623,17570,0.824495542
4195018,18540,0.869809993, ,4193604,17570,0.824495542, ,90.278575,18540,0.869809993, ,90.014117,17570,0.824495542
4195026,18675,0.876143561, ,4193596,17715,0.831299859, ,90.280081,18675,0.876143561, ,90.012611,17715,0.831299859
4195034,18675,0.876143561, ,4193587,17715,0.831299859, ,90.281587,18675,0.876143561, ,90.011105,17715,0.831299859
4195041,18675,0.876143561, ,4193579,17715,0.831299859, ,90.283092,18675,0.876143561, ,90.0096,17715,0.831299859
4195049,18805,0.882242552, ,4193571,17865,0.838338808, ,90.28441,18805,0.882242552, ,90.008094,17865,0.838338808
4195057,18805,0.882242552, ,4193563,17865,0.838338808, ,90.285916,18805,0.882242552, ,90.006588,17865,0.838338808
4195065,18805,0.882242552, ,4193555,17865,0.838338808, ,90.287233,18805,0.882242552, ,90.005082,17865,0.838338808
4195072,18930,0.888106967, ,4193547,18015,0.845377757, ,90.288739,18930,0.888106967, ,90.003388,18015,0.845377757
4195080,18930,0.888106967, ,4193539,18015,0.845377757, ,90.290245,18930,0.888106967, ,90.001882,18015,0.845377757
4195088,18930,0.888106967, ,4193531,18015,0.845377757, ,90.291751,18930,0.888106967, ,90.000376,18015,0.845377757
4195096,19050,0.893736805, ,4193523,18165,0.852416706, ,90.293257,19050,0.893736805, ,89.998871,18165,0.852416706
4195103,19050,0.893736805, ,4193515,18165,0.852416706, ,90.294762,19050,0.893736805, ,89.997365,18165,0.852416706
4195112,19050,0.893736805, ,4193507,18165,0.852416706, ,90.296268,19050,0.893736805, ,89.995859,18165,0.852416706
4195120,19050,0.893736805, ,4193499,18305,0.858986391, ,90.297774,19050,0.893736805, ,89.994353,18305,0.858986391
4195128,19170,0.899366643, ,4193491,18305,0.858986391, ,90.29928,19170,0.899366643, ,89.992847,18305,0.858986391
4195136,19170,0.899366643, ,4193483,18305,0.858986391, ,90.300786,19170,0.899366643, ,89.991342,18305,0.858986391
4195144,19285,0.904761905, ,4193475,18445,0.865556077, ,90.302291,19285,0.904761905, ,89.989836,18445,0.865556077
4195152,19285,0.904761905, ,4193467,18445,0.865556077, ,90.303797,19285,0.904761905, ,89.98833,18445,0.865556077
4195160,19285,0.904761905, ,4193459,18445,0.865556077, ,90.305303,19285,0.904761905, ,89.986824,18445,0.865556077
4195168,19285,0.904761905, ,4193451,18445,0.865556077, ,90.306809,19285,0.904761905, ,89.985318,18445,0.865556077
4195176,19390,0.909688013, ,4193443,18580,0.871891131, ,90.308315,19390,0.909688013, ,89.983813,18580,0.871891131
4195184,19390,0.909688013, ,4193435,18580,0.871891131, ,90.309632,19390,0.909688013, ,89.982307,18580,0.871891131
4195191,19390,0.909688013, ,4193427,18580,0.871891131, ,90.311138,19390,0.909688013, ,89.980801,18580,0.871891131
4195199,19500,0.914848698, ,4193419,18715,0.878226185, ,90.312644,19500,0.914848698, ,89.979295,18715,0.878226185
4195207,19500,0.914848698, ,4193410,18715,0.878226185, ,90.31415,19500,0.914848698, ,89.977789,18715,0.878226185
4195215,19500,0.914848698, ,4193403,18715,0.878226185, ,90.315656,19500,0.914848698, ,89.976283,18715,0.878226185
4195223,19600,0.91954023, ,4193394,18840,0.884091976, ,90.317161,19600,0.91954023, ,89.974778,18840,0.884091976
4195231,19600,0.91954023, ,4193386,18840,0.884091976, ,90.318667,19600,0.91954023, ,89.973272,18840,0.884091976
4195239,19600,0.91954023, ,4193378,18840,0.884091976, ,90.320173,19600,0.91954023, ,89.971766,18840,0.884091976
4195247,19695,0.923997185, ,4193370,18965,0.889957766, ,90.321679,19695,0.923997185, ,89.97026,18965,0.889957766
4195255,19695,0.923997185, ,4193362,18965,0.889957766, ,90.323185,19695,0.923997185, ,89.968754,18965,0.889957766
4195263,19695,0.923997185, ,4193354,18965,0.889957766, ,90.32469,19695,0.923997185, ,89.967249,18965,0.889957766
4195271,19695,0.923997185, ,4193346,19085,0.895588925, ,90.326196,19695,0.923997185, ,89.965743,19085,0.895588925
4195279,19790,0.92845414, ,4193338,19085,0.895588925, ,90.327702,19790,0.92845414, ,89.964237,19085,0.895588925
4195287,19790,0.92845414, ,4193330,19085,0.895588925, ,90.32902,19790,0.92845414, ,89.962731,19085,0.895588925
4195294,19790,0.92845414, ,4193322,19085,0.895588925, ,90.330525,19790,0.92845414, ,89.961037,19085,0.895588925
4195302,19880,0.932676519, ,4193314,19200,0.900985453, ,90.332031,19880,0.932676519, ,89.959531,19200,0.900985453
4195310,19880,0.932676519, ,4193306,19200,0.900985453, ,90.333349,19880,0.932676519, ,89.958026,19200,0.900985453
4195317,19880,0.932676519, ,4193297,19200,0.900985453, ,90.334855,19880,0.932676519, ,89.95652,19200,0.900985453
4195325,19970,0.936898897, ,4193290,19315,0.90638198, ,90.33636,19970,0.936898897, ,89.955014,19315,0.90638198
4195333,19970,0.936898897, ,4193281,19315,0.90638198, ,90.337866,19970,0.936898897, ,89.953508,19315,0.90638198
4195341,19970,0.936898897, ,4193273,19315,0.90638198, ,90.339184,19970,0.936898897, ,89.952002,19315,0.90638198
4195348,20055,0.9408867, ,4193265,19420,0.911309244, ,90.34069,20055,0.9408867, ,89.950496,19420,0.911309244
4195356,20055,0.9408867, ,4193257,19420,0.911309244, ,90.342195,20055,0.9408867, ,89.948802,19420,0.911309244
4195365,20055,0.9408867, ,4193249,19420,0.911309244, ,90.343701,20055,0.9408867, ,89.947297,19420,0.911309244
4195373,20135,0.944639925, ,4193241,19525,0.916236509, ,90.345207,20135,0.944639925, ,89.945791,19525,0.916236509
4195380,20135,0.944639925, ,4193233,19525,0.916236509, ,90.346713,20135,0.944639925, ,89.944285,19525,0.916236509
4195389,20135,0.944639925, ,4193225,19525,0.916236509, ,90.348219,20135,0.944639925, ,89.942779,19525,0.916236509
4195397,20210,0.948158574, ,4193217,19630,0.921163773, ,90.349913,20210,0.948158574, ,89.941273,19630,0.921163773
4195405,20210,0.948158574, ,4193209,19630,0.921163773, ,90.351419,20210,0.948158574, ,89.939768,19630,0.921163773
4195413,20210,0.948158574, ,4193201,19630,0.921163773, ,90.352924,20210,0.948158574, ,89.93845,19630,0.921163773
4195421,20210,0.948158574, ,4193193,19725,0.925621774, ,90.35443,20210,0.948158574, ,89.936944,19725,0.925621774
4195429,20285,0.951677223, ,4193186,19725,0.925621774, ,90.355936,20285,0.951677223, ,89.935438,19725,0.925621774
